Latest Results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,`Main.Time.Day[1]`,`Main.DancerAngle.deg`,`Main.NR1.w`,`Main.NR1_Velocity.'m/s'[1]`,`Main.NR2.w`,`Main.NR2_Velocity.'m/s'[1]`,`Main.PistonPressure.Pa`,`Main.WS1.vout`,`Main.WS2.v`,`Main.WS1.Tin`,`Main.WS2.T`,`Main.R1.summary_SlipVelocity`,`Main.R2.summary_SlipVelocity`,`Main.R3.summary_SlipVelocity`,`Main.R4.summary_SlipVelocity`,`Main.R5.summary_SlipVelocity`,`Main.R7.summary_SlipVelocity`,`Main.R8.summary_SlipVelocity`,`Main.R9.summary_SlipVelocity`,`Main.R10.summary_SlipVelocity`,`Main.R1.w`,`Main.R2.w`,`Main.R3.w`,`Main.R4.w`,`Main.R5.w`,`Main.R7.w`,`Main.R8.w`,`Main.R9.w`,`Main.R10.w`,`Main.S1.summary_Tension`,`Main.S2.summary_Tension`,`Main.S3.summary_Tension`,`Main.S4.summary_Tension`,`Main.S5.summary_Tension`,`Main.S6.summary_Tension`,`Main.S7.summary_Tension`,`Main.S8.summary_Tension`,`Main.S9.summary_Tension`,`Main.S10.summary_Tension`,`Main.S11.summary_Tension`,`Main.S12.summary_Tension`
835041.5208,9.664832416,2.61893E-13,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,-2.22045E-16,0,0,0,0,0,0,0,0,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
836338.1691,9.67983992,3.14683E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,-2.22045E-16,0,0,-1.11022E-16,-1.11022E-16,2.22045E-16,2.22045E-16,2.22045E-16,0,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
837634.8174,9.694847424,-4.64781E-15,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,0,0,0,0,0,-2.22045E-16,-2.22045E-16,0,0,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
838931.4657,9.709854927,7.55385E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,0,0,-1.11022E-16,-2.22045E-16,-3.33067E-16,0,0,0,0,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
840228.1141,9.724862431,-6.24875E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,0,1.11022E-16,0,0,1.11022E-16,2.22045E-16,2.22045E-16,2.22045E-16,4.44089E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
841524.7624,9.739869935,-2.70081E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,0,0,0,-1.11022E-16,-1.11022E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,-4.44089E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
842821.4107,9.754877439,-1.46925E-13,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,1.11022E-16,1.11022E-16,1.11022E-16,-2.22045E-16,-1.11022E-16,0,0,0,0,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
844118.059,9.769884942,-6.2315E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,0,0,-2.22045E-16,-3.33067E-16,-3.33067E-16,4.44089E-16,4.44089E-16,4.44089E-16,4.44089E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
845414.7074,9.784892446,4.17439E-15,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,1.11022E-16,0,0,1.11022E-16,1.11022E-16,-4.44089E-16,-4.44089E-16,-4.44089E-16,-4.44089E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
846711.3557,9.79989995,-2.58E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,2.22045E-16,2.22045E-16,2.22045E-16,2.22045E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
848008.004,9.814907454,-2.31275E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,0,0,0,0,0,-2.22045E-16,0,0,0,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
849304.6523,9.829914957,-4.14563E-13,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,-2.22045E-16,2.22045E-16,2.22045E-16,-1.11022E-16,-1.11022E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
850601.3007,9.844922461,-6.18642E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,-6.66134E-16,0,-2.22045E-16,-4.44089E-16,2.22045E-16,6.66134E-16,6.66134E-16,0,0,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
851897.949,9.859929965,-3.08808E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,0,0,-2.22045E-16,0,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
853194.5973,9.874937469,-2.63544E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,0,0,0,0,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
854491.2456,9.889944972,-1.91051E-13,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,-1.11022E-16,-1.11022E-16,2.22045E-16,0,3.33067E-16,4.44089E-16,4.44089E-16,4.44089E-16,0,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
855787.8939,9.904952476,-2.27178E-13,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,-2.22045E-16,-4.44089E-16,-4.44089E-16,-2.22045E-16,-2.22045E-16,2.22045E-16,4.44089E-16,4.44089E-16,4.44089E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
857084.5423,9.91995998,-8.14656E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
858381.1906,9.934967484,-1.28857E-13,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,1.11022E-16,1.11022E-16,-3.33067E-16,1.11022E-16,3.33067E-16,0,-2.22045E-16,-2.22045E-16,-2.22045E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
859677.8389,9.949974987,-1.15971E-13,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,-5.55112E-16,-3.33067E-16,-3.33067E-16,-3.33067E-16,-3.33067E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
860974.4872,9.964982491,-2.03424E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,0,0,0,0,0,0,0,-4.44089E-16,-4.44089E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
862271.1356,9.979989995,-1.06365E-13,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,-4.44089E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,-4.44089E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
863567.7839,9.994997499,7.55758E-15,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,-4.44089E-16,-4.44089E-16,-2.22045E-16,-4.44089E-16,-4.44089E-16,2.22045E-16,2.22045E-16,2.22045E-16,2.22045E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
864864.4322,10.010005,-5.35356E-15,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,0,-3.33067E-16,-3.33067E-16,-3.33067E-16,-1.11022E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,0,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
866161.0805,10.02501251,-2.19104E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,-1.11022E-16,-2.22045E-16,-1.11022E-16,-1.11022E-16,-1.11022E-16,0,0,2.22045E-16,2.22045E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
867457.7289,10.04002001,-7.41445E-15,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,0,0,0,1.11022E-16,1.11022E-16,0,0,0,0,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
868754.3772,10.05502751,-2.08207E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,0,1.11022E-16,0,0,0,2.22045E-16,2.22045E-16,2.22045E-16,2.22045E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
870051.0255,10.07003502,-2.92386E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,4.44089E-16,0,-1.11022E-16,-1.11022E-16,-1.11022E-16,2.22045E-16,2.22045E-16,2.22045E-16,2.22045E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
871347.6738,10.08504252,-4.66988E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,0,0,0,0,0,2.22045E-16,2.22045E-16,2.22045E-16,2.22045E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
872644.3222,10.10005003,1.48415E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,-1.11022E-16,0,0,0,0,0,0,0,0,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
873940.9705,10.11505753,1.85084E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,-1.11022E-16,-1.11022E-16,-2.22045E-16,-1.11022E-16,-1.11022E-16,2.22045E-16,2.22045E-16,2.22045E-16,2.22045E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
875237.6188,10.13006503,-1.87668E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,-2.22045E-16,-2.22045E-16,-1.11022E-16,-1.11022E-16,-1.11022E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
876534.2671,10.14507254,-2.60856E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,5.55112E-16,2.22045E-16,2.22045E-16,2.22045E-16,-2.22045E-16,2.22045E-16,0,-2.22045E-16,0,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
877830.9155,10.16008004,2.66103E-13,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,0,0,0,-1.11022E-16,-1.11022E-16,0,2.22045E-16,2.22045E-16,2.22045E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
879127.5638,10.17508754,-2.67272E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,-2.22045E-16,-2.22045E-16,-4.44089E-16,-2.22045E-16,-2.22045E-16,0,0,2.22045E-16,2.22045E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
880424.2121,10.19009505,2.99625E-13,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,0,0,0,-2.22045E-16,-2.22045E-16,4.44089E-16,4.44089E-16,4.44089E-16,4.44089E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
881720.8604,10.20510255,1.05301E-13,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,4.44089E-16,2.22045E-16,2.22045E-16,2.22045E-16,2.22045E-16,0,0,0,0,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
883017.5088,10.22011006,1.26202E-13,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,-1.11022E-16,-1.11022E-16,0,-1.11022E-16,-3.33067E-16,2.22045E-16,2.22045E-16,0,0,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
884314.1571,10.23511756,-8.92224E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,2.22045E-16,2.22045E-16,-2.22045E-16,2.22045E-16,4.44089E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
885610.8054,10.25012506,-1.51431E-13,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,-2.22045E-16,-2.22045E-16,-2.22045E-16,0,0,0,0,0,0,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
886907.4537,10.26513257,3.81169E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,0,1.11022E-16,1.11022E-16,1.11022E-16,-1.11022E-16,2.22045E-16,2.22045E-16,-2.22045E-16,2.22045E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
888204.1021,10.28014007,-4.99575E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,0,0,0,1.11022E-16,1.11022E-16,0,0,0,0,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
889500.7504,10.29514757,1.35214E-15,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,1.11022E-16,1.11022E-16,1.11022E-16,0,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
890797.3987,10.31015508,5.72583E-15,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,3.33067E-16,2.22045E-16,2.22045E-16,3.33067E-16,0,-4.44089E-16,-4.44089E-16,-4.44089E-16,-4.44089E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
892094.047,10.32516258,5.91059E-15,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,-3.33067E-16,0,0,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
893390.6953,10.34017009,3.15444E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
894687.3437,10.35517759,-1.01905E-17,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,0,0,0,0,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
895983.992,10.37018509,8.59135E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,-2.22045E-16,1.11022E-16,-2.22045E-16,0,0,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
897280.6403,10.3851926,-5.26224E-15,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,0,0,0,0,0,-4.44089E-16,-4.44089E-16,-4.44089E-16,-2.22045E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
898577.2886,10.4002001,3.02477E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,0,0,0,2.22045E-16,2.22045E-16,-4.44089E-16,-4.44089E-16,-4.44089E-16,-4.44089E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
899873.937,10.4152076,1.71955E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,2.22045E-16,2.22045E-16,0,0,0,0,0,0,0,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
901170.5853,10.43021511,-1.96238E-15,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,3.33067E-16,0,3.33067E-16,3.33067E-16,3.33067E-16,-4.44089E-16,-4.44089E-16,-4.44089E-16,-4.44089E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
902467.2336,10.44522261,1.08674E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,0,0,-1.11022E-16,0,0,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
903763.8819,10.46023012,2.86601E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,1.11022E-16,1.11022E-16,-1.11022E-16,-1.11022E-16,-1.11022E-16,-4.44089E-16,-4.44089E-16,-4.44089E-16,-4.44089E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
905060.5303,10.47523762,-5.38458E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,0,0,0,0,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
906357.1786,10.49024512,-3.43533E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,0,0,0,0,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
907653.8269,10.50525263,6.62906E-15,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,-4.44089E-16,-6.66134E-16,-4.44089E-16,-2.22045E-16,-4.44089E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
908950.4752,10.52026013,-1.64518E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,0,0,-2.22045E-16,-2.22045E-16,-2.22045E-16,-4.44089E-16,-4.44089E-16,-4.44089E-16,-4.44089E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
910247.1236,10.53526763,-9.97508E-15,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,-2.22045E-16,-2.22045E-16,0,-4.44089E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
911543.7719,10.55027514,1.03011E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,0,0,0,0,0,-2.22045E-16,-2.22045E-16,0,0,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
912840.4202,10.56528264,2.53028E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,-2.22045E-16,0,-2.22045E-16,-2.22045E-16,-2.22045E-16,0,0,0,0,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
914137.0685,10.58029015,-3.84945E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,0,0,0,0,0,2.22045E-16,2.22045E-16,2.22045E-16,0,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
915433.7169,10.59529765,9.2824E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,-6.66134E-16,-4.44089E-16,-1.11022E-16,-1.11022E-16,-1.11022E-16,2.22045E-16,2.22045E-16,-2.22045E-16,-2.22045E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
916730.3652,10.61030515,1.04963E-13,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,-2.22045E-16,-1.11022E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,4.44089E-16,0,0,0,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
918027.0135,10.62531266,-6.24376E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,0,0,0,0,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
919323.6618,10.64032016,-6.51907E-16,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,-2.22045E-16,-1.11022E-16,-1.11022E-16,-2.22045E-16,0,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
920620.3102,10.65532766,-8.49272E-15,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,4.44089E-16,4.44089E-16,4.44089E-16,4.44089E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
921916.9585,10.67033517,6.11963E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,1.11022E-16,0,-2.22045E-16,-4.44089E-16,-4.44089E-16,-2.22045E-16,2.22045E-16,-2.22045E-16,-2.22045E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
923213.6068,10.68534267,-1.62212E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,0,0,-1.11022E-16,0,0,0,0,0,0,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
924510.2551,10.70035018,6.49234E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,1.11022E-16,1.11022E-16,0,-1.11022E-16,-1.11022E-16,-4.44089E-16,-4.44089E-16,-4.44089E-16,-2.22045E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
925806.9035,10.71535768,7.3906E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,-4.44089E-16,-6.66134E-16,-2.22045E-16,-6.66134E-16,-2.22045E-16,-4.44089E-16,-4.44089E-16,-4.44089E-16,-4.44089E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
927103.5518,10.73036518,7.76937E-15,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,0,0,-2.22045E-16,0,0,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
928400.2001,10.74537269,-2.7515E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,0,0,0,0,2.22045E-16,0,0,0,2.22045E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
929696.8484,10.76038019,9.12006E-15,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,-1.11022E-16,-1.11022E-16,-1.11022E-16,-1.11022E-16,-1.11022E-16,2.22045E-16,2.22045E-16,2.22045E-16,2.22045E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
930993.4967,10.77538769,-1.51159E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,-1.11022E-16,-1.11022E-16,-1.11022E-16,-1.11022E-16,0,-2.22045E-16,-2.22045E-16,-2.22045E-16,-2.22045E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
932290.1451,10.7903952,-3.55939E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,0,1.11022E-16,3.33067E-16,3.33067E-16,3.33067E-16,0,0,0,0,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
933586.7934,10.8054027,-1.13053E-13,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,0,0,0,0,0,4.44089E-16,4.44089E-16,4.44089E-16,4.44089E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
934883.4417,10.82041021,-3.92144E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,-2.22045E-16,-2.22045E-16,-2.22045E-16,0,0,0,0,0,0,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
936180.09,10.83541771,-2.4909E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,1.11022E-16,-4.44089E-16,-4.44089E-16,-4.44089E-16,-4.44089E-16,-6.66134E-16,-6.66134E-16,-6.66134E-16,-6.66134E-16,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
937476.7384,10.85042521,1.65435E-14,20.00249938,1.000124969,20,1,325956.2867,1,1,100,100,0,-2.22045E-16,-4.44089E-16,-6.66134E-16,-6.66134E-16,0,0,0,0,20,20,20,20,20,20.00249938,20.00249938,20.00249938,20.00249938,100,100,100,100,100,100,150,150,150,150,150,100
